Airline ID,Name,Alias,IATA,ICAO,Country
17862,Southjet cargo,\N,78,XAN,United States
17881,Iberia Express,\N,I2,IBS,Spain
17885,Interjet (ABC Aerolineas),\N,4O,\N,Mexico
17889,AirOnix,\N,OG,\N,Ukraine
17890,Nordic Global Airlines,\N,NJ,NGB,Finland
17891,Scoot,\N,TZ,SCO,Singapore
17909,Hi Fly (5K),\N,5K,\N,Portugal
17911,China Northwest Airlines (WH),\N,WH,\N,China
17935,Zenith International Airline,Zenith,ZN,ZNA,Thailand
17936,Orbit Airlines Azerbaijan,Orbit Azerbaijan,O1,OAB,Azerbaijan
17989,Air Alps Aviation (A6),\N,A6,\N,Austria
18076,Flying kangaroo Airline,Skippy,\N,FKA,Australia
18083,RusJet,\N,\N,RSJ,Russia
18118,VietJet Air,VietJet,\N,VJC,Vietnam
18169,Patriot Airways,\N,P4,\N,United States
18178,Vision Airlines (V2),\N,V2,RBY,United States
18232,BQB Lineas Aereas,Buquebus,5Q,\N,Uruguay
18237,AirAsia Japan,\N,\N,WAJ,Japan
18239,Yellowtail,\N,YE,YEL,United States
18241,Royal Airways,Royal Inc.,KG,RAW,United States
18252,FlyHigh Airlines Ireland (FH),\N,FH,FHI,Ireland
18257,Executive AirShare,\N,\N,XSR,United States
18475,Hebei Airlines,\N,\N,HBH,China
18476,Air KBZ,\N,\N,KBZ,Burma
18477,Aero VIP (2D),\N,2D,\N,Portugal
18497,Yangon Airways Ltd.,\N,YH,\N,Burma
18529,T.J. Air,\N,TJ,TJA,United States
18543,SkyWork Airlines ,\N,SX,\N,Switzerland
18553,Maastricht Airlines,\N,W2,\N,Netherlands
18617,Euro Jet,\N,24,\N,Germany
18621,Ukraine Atlantic,\N,\N,UAT,Ukraine
18668,Nesma Airlines,\N,\N,NMA,Egypt
18672,East Horizon,\N,\N,EHN,Afghanistan
18676,Air Majoro,\N,\N,MJP,Peru
18692,Rotana Jet,\N,\N,RJD,United Arab Emirates
18700,SOCHI AIR CHATER,Sochi Air ,Q3,QER,Russia
18702,Denim Air ,FlyNonstop,J7,\N,Norway
18732,Malindo Air,\N,OD,MXD,Malaysia
18781,Hermes Airlines,\N,\N,HRM,Greece
18825,Flightlink Tanzania,Flightlink,Z9,\N,Tanzania
18828,IzAvia,\N,I8,\N,Russia
18860,Катэкавиа,\N,\N,КТК,Russia
18863,Псковавиа,Псков Авиа,\N,PKV,Russia
18930,Maryland Air,Maryland,M1,M1F,United States
18944,Insel Air (7I/INC) (Priv),\N,7I,\N,Netherlands Antilles
18946,VivaColombia,\N,5Z,VVC,Colombia
18952,Flybe Finland Oy,\N,\N,FCM,Finland
18959,Bingo Airways,Bingo,\N,BGY,Poland
19007,Bluebird Airways (BZ),\N,\N,BBG,Greece
19016,Apache Air,Apache,ZM,IWA,United States
19026,MHS Aviation GmbH,\N,M2,\N,Germany
19030,Jettor Airlines,Jettor,NR,JTO,Hong Kong
19215,Flyme (VP),\N,\N,VQI,Maldives
19225,Thai Lion Air,\N,SL,\N,Thailand
19244,Golden Myanmar Airlines,\N,\N,GMR,Burma
19276,Canaryfly,\N,\N,CNF,Spain
19280,Sunrise Airways,\N,\N,KSZ,Haiti
19287,National Air Cargo,\N,N8,NCR,United States
19290,Eastern Atlantic Virtual Airlines,\N,13,EAV,United States
19305,Citilink Indonesia,\N,QG,\N,Indonesia
19337,Transair,\N,\N,TTZ,Canada
19350,Comfort Express Virtual Charters Albany,\N,\N,EVC,United States
19351,Comfort Express Virtual Charters,\N,\N,CEO,United States
19359,FLYJET,\N,\N,FYJ,Poland
19361,Snowbird Airlines,\N,S8,SBD,Finland
19363,Russkie Krylya,\N,\N,KRY,Russia
19367,Kharkiv Airlines,\N,KH,KHK,Ukraine
19433,XAIR USA,\N,XA,XAU,United States
19451,Air Costa,\N,LB,\N,India
19459,Simrik Airlines,\N,\N,RMK,Nepal
19473,XPTO,XPTO  ,XP,XPT,Portugal
19474,Royal Flight,\N,\N,DME,Russia
19525,BBN-Airways,BlackBurn,\N,EGH,United Kingdom
19531,Tomsk-Avia,\N,\N,TKS,Russia
19541,Malawian Airlines,\N,3W,\N,Malawi
19548,Yeti Airlines ,\N,\N,NYT,Nepal
19567,Avilu,Avilu' SA,..,...,Switzerland
19582,Air Serbia,\N,JU,ASL,Serbia
19599,Skyline Ulasim Ticaret A.S.,Skyline Ulasim Ticaret A.S.,\N,KCU,Turkey
19610,Air Lituanica,Air Lituanica,LT,LTU,Lithuania
19619,Envoy Air,\N,\N,ENY,United States
19651,CARICOM AIRWAYS (BARBADOS) INC.,CARICOM AIRWAYS,\N,CCB,Barbados
19674,Rainbow Air (RAI),Rainbow Air (RAI),RN,RAB,United States
19675,Rainbow Air Canada,Rainbow Air CAN,RY,RAY,Canada
19676,Rainbow Air Polynesia,Rainbow Air POL,RX,RPO,United States
19677,Rainbow Air Euro,Rainbow Air EU,RU,RUE,United Kingdom
19678,Rainbow Air US,Rainbow Air US,RM,RNY,United States
19745,Transilvania,\N,\N,TNS,Romania
19751,Dobrolet,Добролёт,QD,DOB,Russia
19774,Spike Airlines,Aero Spike,S0,SAL,United States
19776,Grand Cru Airlines,\N,\N,GCA,Lithuania
19785,Go2Sky,\N,\N,RLX,Slovakia
19803,All Argentina,All Argentina,L1,AL1,Argentina
19804,All America,All America,A2,AL2,United States
19805,All Asia,All Asia,L9,AL3,China
19806,All Africa,All Africa,9A,99F,South Africa
19807,Regionalia México,Regionalia México,N4,J88,Mexico
19808,All Europe,All Europe,N9,N99,United Kingdom
19809,All Spain,All Spain,N7,N77,Spain
19810,Regional Air Iceland,Regional Air Iceland,9N,N78,Iceland
19812,Voestar,Voestar Brasil,8K,K88,Brazil
19813,All Colombia,All Colombia,7O,7KK,Colombia
19814,Regionalia Uruguay,Regionalia Uruguay,2X,2K2,Uruguay
19815,Regionalia Venezuela,Regionalia Venezuela,9X,9XX,Venezuela
19827,Regionalia Chile,Regionalia Chile,9J,CR1,Chile
19828,Vuela Cuba,Vuela Cuba,6C,6CC,Cuba
19830,All Australia,All Australia,88,8K8,Australia
19831,Fly Europa,\N,ER,RWW,Spain
19834,FlyPortugal,\N,PO,FPT,Portugal
19886,Spring Airlines Japan,\N,IJ,SJO,Japan
19890,Dense Airways,\N,KP,DWA,United States
19891,Dense Connection,\N,KZ,DC2,United States
19908,Vuola Italia,Vuola Italia,4S,VI4,Italy
19917,Jet Suite,\N,\N,RSP,United States
19923,Fly Jamaica Airways,\N,\N,FJM,Jamaica
19927,Island Express Air,\N,1X,\N,Canada
19928,All Argentina Express,All Argentina Express,Z0,Z9H,Argentina
19930,Thai Smile Airways,THAI Smile,WE,\N,Thailand
19944,International AirLink,\N,I4,\N,Jamaica
19963,Real Tonga,\N,RT,\N,Tonga
19970,All America AR,All America Argentina,2R,M7A,Argentina
19971,All America CL,All America Chile,1R,R1R,Chile
19974,SOCHI AIR EXPRESS,ADLER EXPRESS,Q4,SAE,Russia
19977,All America BR,All America Brasil,1Y,A9B,Brazil
20004,Volotea Costa Rica,Volotea Costa Rica,9V,VC9,Costa Rica
20017,Fly Romania,\N,X5,OTJ,Romania
20047,Eagle Atlantic Airlines,\N,E2,\N,Ghana
20051,Fly Africa Zimbabwe,Zimbabwe flyafrica.com,\N,FZW,Zimbabwe
20060,San Dima Air,(Cyber Airlines) Not Real,\N,SDI,United States
20073,All America CO,All America Colombia,0Y,7ZC,Colombia
20074,All America MX,All America México,0M,0MM,Mexico
20110,FOX Linhas Aereas,\N,FX,FOX,Brazil
20127,Air Kenya (Priv),\N,QP,\N,Kenya
20144,Via Conectia Airlines,Via Conectia,6V,CZV,Uruguay
20155,Hebradran Air Services,\N,\N,HBR,United Kingdom
20158,Pobeda,\N,\N,PBD,Russia
20160,City Airways,\N,E8,GTA,Thailand
20170,Norwegian Long Haul AS,\N,DU,NLH,Norway
20186,BA101,\N,\N,710,United Kingdom
20207,TransNusa Air,\N,M8,TNU,Indonesia
20218,Tomp Airlines,Tomp Airlines,ZT,T9P,Chile
20220,Fuzhou Airlines,\N,\N,FZA,China
20221,Sky Angkor Airlines (ZA),\N,\N,SWM,Cambodia
20222,OneJet,\N,J1,\N,United States
20224,Global Airlines,Global Airlines,0G,GA0,Argentina
20225,Mann Yadanarpon Airlines,\N,\N,MYP,Burma
20264,Air Vistara,Tata SIA Airlines,UK,VTI,India
20268,TransRussiaAirlines,TransRus,1E,RGG,Russia
20270,Severstal Air Company,\N,D2,\N,Russia
20282,REXAIR VIRTUEL,\N,RR,RXR,France
20285,WestJet Encore,Encore,WR,WEN,Canada
20286,Air Pegasus,\N,OP,PPL,India
20288,International Europe,International,9I,INE,Spain
20293,Sky Regional Airlines,\N,\N,SKV,Canada
20401,V Air,V Air Taiwan,ZV,VAX,Taiwan
20415,Cello Aviation,\N,\N,CLJ,United Kingdom
20478,Pouya Air,\N,\N,PYA,Iran
20565,Boutique Air (Priv),\N,4B,BTQ,United States
20566,FlyEgypt,FlyEgypt,\N,FEG,Egypt
20577,VOLOTEA Airways,\N,V7,VOE,Spain
20599,INAVIA Internacional,Internacional,Z5,IIR,Argentina
20607,Liberty Airways,\N,LE,LTY,United States
20608,Аэросервис,\N,АЯ,\N,Russia
20653,Aeronautica Militare,\N,\N,IAM,Italy
20657,Bassaka airlines,\N,5B,BSX,Cambodia
20675,Jetstar Japan ,\N,\N,JJP,Japan
20686,SkyBahamas Airlines,\N,Q7,\N,Bahamas
20695,UVT Aero,\N,UW,\N,Russia
20698,First Flying,\N,\N,DAK,Japan
20710,Silver Airways (3M),\N,3M,\N,United States
20716,AtlasGlobal Ukraine,\N,\N,UJX,Ukraine
20725,Boliviana de Aviacion (OB),BoA,\N,BOV,Bolivia
20726,US-Bangla Airlines,\N,\N,UBG,Bangladesh
20729,Norwegian Air International (D8),\N,\N,IBK,Norway
20752,ATA Airlines (Iran),هواپیمایی آتا,I3,\N,Iran
20769,VIA Líneas Aéreas,VIA,V1,VIA,Argentina
20802,GermanXL,\N,GX,GXG,Germany
20808,Alghanim,\N,\N,KYA,United States
20824,Indonesa Air Aisa X,\N,\N,IDX,Indonesia
20827,Fly France,Fly France,FF,FRF,France
20875,Jota Aviation,\N,\N,ENZ,United Kingdom
20881,Europe Jet,Europe Jet,EX,EU9,France
20923,COBALT,COBALT,\N,FCB,Cyprus
20931,Southern Airways Express,Sun Air Express,\N,LTD,United States
20962,Orenburzhie,\N,\N,ORG,Russia
20976,World Scale Airlines,World Scale,W3,WSS,United States
20978,All America US,All America US,AG,SSA,United States
20986,University of Birmingham Air Squadron (RAF),8AEF RAF,\N,UAY,United Kingdom
20991,Choice Airways,\N,\N,CSX,United States
20994,Aruba Airlines,\N,\N,ARU,Aruba
20995,BudgetAir,BudgetAir,1K,BG1,Germany
20996,Dynamic Airways,\N,\N,DYA,United States
21012,Fly One,Fly One,F5,FI5,Moldova
21021,Nordica,\N,EE,\N,Estonia
21036,Tez Jet Airlines,\N,\N,TEZ,Kyrgyzstan
21043,Kush Air,\N,\N,KUH,South Sudan
21124,ViaAir,Charter Air Transport,\N,SRY,United States
21131,All America BOPY,All America BOPY,0P,PYB,Paraguay
21179,Thai Vietjet Air,\N,\N,TVJ,Thailand
21248,GX Airlines,\N,\N,CBG,China
21268,Jetgo Australia,\N,JG,\N,Australia
21270,Air Carnival,\N,2S,\N,India
21317,Svyaz Rossiya,Russian Commuter ,7R,SJM,Russia
